Title,track_id,artist,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genres
Eyes of the Muse,4Mxc8eQb6xw7k2QXMo1x2S,King Tuff,0uI2HyW0eIbTbyH3S2XDHI,0.288,0.951,2,-4.569,1,0.135,0.00061,0.00814,0.198,0.209,115.341,audio_features,4Mxc8eQb6xw7k2QXMo1x2S,spotify:track:4Mxc8eQb6xw7k2QXMo1x2S,https://api.spotify.com/v1/tracks/4Mxc8eQb6xw7k2QXMo1x2S,https://api.spotify.com/v1/audio-analysis/4Mxc8eQb6xw7k2QXMo1x2S,254947,4,"['garage pop', 'garage rock', 'indie garage rock', 'indie punk', 'neo-psychedelic', 'noise pop']"
Lightning Crashes,2VFRnfx3nzHdeSrFhtq9Jj,Live,6eoJpTIlcuxJNjV5fDzDJH,0.397,0.431,11,-9.258,1,0.0487,0.271,2.81e-06,0.118,0.463,94.103,audio_features,2VFRnfx3nzHdeSrFhtq9Jj,spotify:track:2VFRnfx3nzHdeSrFhtq9Jj,https://api.spotify.com/v1/tracks/2VFRnfx3nzHdeSrFhtq9Jj,https://api.spotify.com/v1/audio-analysis/2VFRnfx3nzHdeSrFhtq9Jj,324733,4,"['grunge', 'pop rock', 'post-grunge']"
In Da Club,4RY96Asd9IefaL3X4LOLZ8,50 Cent,3q7HBObVc0L8jNeTe5Gofh,0.902,0.72,6,-2.776,0,0.347,0.26,0.0,0.0749,0.805,90.059,audio_features,4RY96Asd9IefaL3X4LOLZ8,spotify:track:4RY96Asd9IefaL3X4LOLZ8,https://api.spotify.com/v1/tracks/4RY96Asd9IefaL3X4LOLZ8,https://api.spotify.com/v1/audio-analysis/4RY96Asd9IefaL3X4LOLZ8,193467,4,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']"
The Epilogue,0v61DRcLWZlesFoIdqD0mz,✝✝✝ (Crosses),3gPZCcrc8KG2RuVl3rtbQ2,0.57,0.885,9,-4.189,1,0.0303,0.00153,0.303,0.102,0.356,89.99,audio_features,0v61DRcLWZlesFoIdqD0mz,spotify:track:0v61DRcLWZlesFoIdqD0mz,https://api.spotify.com/v1/tracks/0v61DRcLWZlesFoIdqD0mz,https://api.spotify.com/v1/audio-analysis/0v61DRcLWZlesFoIdqD0mz,235773,4,['electronic rock']
Summer in the City - Remastered,7AzFID6u1b3zIWbd9pb8Dk,The Lovin' Spoonful,7CCn4PFRRRZF127jtCBAUe,0.423,0.681,10,-9.756,1,0.0398,0.0592,0.000177,0.0889,0.56,110.461,audio_features,7AzFID6u1b3zIWbd9pb8Dk,spotify:track:7AzFID6u1b3zIWbd9pb8Dk,https://api.spotify.com/v1/tracks/7AzFID6u1b3zIWbd9pb8Dk,https://api.spotify.com/v1/audio-analysis/7AzFID6u1b3zIWbd9pb8Dk,160307,4,"['bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock-and-roll', 'soft rock']"
In The Air Tonight,7Dbg5O9nNWu6SWxDjJ9qoq,Phil Collins,4lxfqrEsLX6N1N4OCSkILp,0.597,0.313,2,-10.791,0,0.0265,0.669,6.23e-06,0.0734,0.357,94.987,audio_features,7Dbg5O9nNWu6SWxDjJ9qoq,spotify:track:7Dbg5O9nNWu6SWxDjJ9qoq,https://api.spotify.com/v1/tracks/7Dbg5O9nNWu6SWxDjJ9qoq,https://api.spotify.com/v1/audio-analysis/7Dbg5O9nNWu6SWxDjJ9qoq,333120,4,"['rock drums', 'soft rock']"
Rise,6u91CCTziobh3twCDMBlEk,Public Image Ltd.,70MMkLXtue3Edj3RJhJkYp,0.526,0.873,0,-5.28,1,0.0754,0.00795,7.36e-06,0.339,0.629,86.313,audio_features,6u91CCTziobh3twCDMBlEk,spotify:track:6u91CCTziobh3twCDMBlEk,https://api.spotify.com/v1/tracks/6u91CCTziobh3twCDMBlEk,https://api.spotify.com/v1/audio-analysis/6u91CCTziobh3twCDMBlEk,378360,4,"['alternative rock', 'new romantic', 'new wave', 'post-punk', 'punk', 'uk post-punk']"
Floating Vibes,1mxqozpIELFEnfwEzTdjLs,Surfer Blood,0IlQRCafsMrd0QkTRBU6n0,0.567,0.735,4,-7.296,1,0.0294,0.0368,0.000824,0.149,0.509,126.857,audio_features,1mxqozpIELFEnfwEzTdjLs,spotify:track:1mxqozpIELFEnfwEzTdjLs,https://api.spotify.com/v1/tracks/1mxqozpIELFEnfwEzTdjLs,https://api.spotify.com/v1/audio-analysis/1mxqozpIELFEnfwEzTdjLs,234497,4,"['indie rock', 'indie surf', 'noise pop']"
When Worlds Collide,6aF5JtQSrh7wNrkDE9B0My,Powerman 5000,5imUS9dQyCbAjUEJJ9QyWC,0.56,0.903,11,-4.77,1,0.0754,0.00132,0.0,0.291,0.581,143.821,audio_features,6aF5JtQSrh7wNrkDE9B0My,spotify:track:6aF5JtQSrh7wNrkDE9B0My,https://api.spotify.com/v1/tracks/6aF5JtQSrh7wNrkDE9B0My,https://api.spotify.com/v1/audio-analysis/6aF5JtQSrh7wNrkDE9B0My,177960,4,"['alternative metal', 'funk metal', 'industrial metal', 'nu metal', 'rap metal']"
I'll Be Around,4I5kQyAYTvwHEIiZIP8B2j,Yo La Tengo,5hAhrnb0Ch4ODwWu4tsbpi,0.329,0.328,7,-12.02,1,0.0385,0.733,0.89,0.114,0.0737,104.26,audio_features,4I5kQyAYTvwHEIiZIP8B2j,spotify:track:4I5kQyAYTvwHEIiZIP8B2j,https://api.spotify.com/v1/tracks/4I5kQyAYTvwHEIiZIP8B2j,https://api.spotify.com/v1/audio-analysis/4I5kQyAYTvwHEIiZIP8B2j,287107,4,"['alternative rock', 'art pop', 'dream pop', 'indie rock', 'indietronica', 'lo-fi', 'new jersey indie', 'noise pop', 'permanent wave', 'shoegaze']"
Celebrity Skin,2V4Bc2I962j7acQj1N0PiQ,Hole,5SHQUMAmEK5KmuSb0aDvsn,0.438,0.905,9,-6.161,1,0.0419,9.44e-06,5.4e-05,0.363,0.723,134.163,audio_features,2V4Bc2I962j7acQj1N0PiQ,spotify:track:2V4Bc2I962j7acQj1N0PiQ,https://api.spotify.com/v1/tracks/2V4Bc2I962j7acQj1N0PiQ,https://api.spotify.com/v1/audio-analysis/2V4Bc2I962j7acQj1N0PiQ,162667,4,"['alternative rock', 'grunge', 'riot grrrl']"
La Grange - 2005 Remaster,70YvYr2hGlS01bKRIho1HM,ZZ Top,2AM4ilv6UzW0uMRuqKtDgN,0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,audio_features,70YvYr2hGlS01bKRIho1HM,spotify:track:70YvYr2hGlS01bKRIho1HM,https://api.spotify.com/v1/tracks/70YvYr2hGlS01bKRIho1HM,https://api.spotify.com/v1/audio-analysis/70YvYr2hGlS01bKRIho1HM,230480,4,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'rock']"
Insane in the Brain,1oTHteQbmJw15rPxPVXUTv,Cypress Hill,4P0dddbxPil35MNN9G2MEX,0.897,0.611,11,-10.489,1,0.211,0.0291,0.186,0.0894,0.769,102.304,audio_features,1oTHteQbmJw15rPxPVXUTv,spotify:track:1oTHteQbmJw15rPxPVXUTv,https://api.spotify.com/v1/tracks/1oTHteQbmJw15rPxPVXUTv,https://api.spotify.com/v1/audio-analysis/1oTHteQbmJw15rPxPVXUTv,208267,4,"['chicano rap', 'gangster rap', 'hip hop', 'rap rock', 'west coast rap']"
The Book of Love,6UGpcXcENaUqQKPc6oqOe4,The Magnetic Fields,6RWjTQqILL7a1tQ0VapyLK,0.485,0.262,7,-13.286,1,0.0263,0.978,5.99e-05,0.117,0.332,98.536,audio_features,6UGpcXcENaUqQKPc6oqOe4,spotify:track:6UGpcXcENaUqQKPc6oqOe4,https://api.spotify.com/v1/tracks/6UGpcXcENaUqQKPc6oqOe4,https://api.spotify.com/v1/audio-analysis/6UGpcXcENaUqQKPc6oqOe4,162413,4,"['alternative rock', 'chamber pop', 'lo-fi', 'melancholia', 'metropopolis', 'permanent wave', 'tape club']"
Do You Call My Name,5w0jXRvylCbWxFrJx2H1Fl,Ra,4qrdhnXBOzRt9OSmL29IFO,0.438,0.942,4,-5.19,0,0.0575,0.00125,1.01e-06,0.421,0.511,91.299,audio_features,5w0jXRvylCbWxFrJx2H1Fl,spotify:track:5w0jXRvylCbWxFrJx2H1Fl,https://api.spotify.com/v1/tracks/5w0jXRvylCbWxFrJx2H1Fl,https://api.spotify.com/v1/audio-analysis/5w0jXRvylCbWxFrJx2H1Fl,317160,4,"['alternative metal', 'nu metal', 'post-grunge']"
Bandz A Make Her Dance (feat. Lil' Wayne & 2 Chainz),7EZPH9Px3gXlxD5KJDwtwc,Juicy J,5gCRApTajqwbnHHPbr2Fpi,0.871,0.743,2,-5.442,1,0.277,0.00212,0.0,0.141,0.576,130.977,audio_features,7EZPH9Px3gXlxD5KJDwtwc,spotify:track:7EZPH9Px3gXlxD5KJDwtwc,https://api.spotify.com/v1/tracks/7EZPH9Px3gXlxD5KJDwtwc,https://api.spotify.com/v1/audio-analysis/7EZPH9Px3gXlxD5KJDwtwc,278827,4,"['crunk', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Young And Beautiful,2nMeu6UenVvwUktBCpLMK9,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,0.324,0.416,11,-8.92,0,0.0368,0.262,3.69e-05,0.11,0.151,113.986,audio_features,2nMeu6UenVvwUktBCpLMK9,spotify:track:2nMeu6UenVvwUktBCpLMK9,https://api.spotify.com/v1/tracks/2nMeu6UenVvwUktBCpLMK9,https://api.spotify.com/v1/audio-analysis/2nMeu6UenVvwUktBCpLMK9,236053,4,"['art pop', 'pop']"
No Waves,5bdH3N24qAon3U5V86fT8T,FIDLAR,3P6duIn7oHeiBACZfYeNud,0.476,0.929,11,-4.161,0,0.0435,0.000684,0.0,0.113,0.359,98.455,audio_features,5bdH3N24qAon3U5V86fT8T,spotify:track:5bdH3N24qAon3U5V86fT8T,https://api.spotify.com/v1/tracks/5bdH3N24qAon3U5V86fT8T,https://api.spotify.com/v1/audio-analysis/5bdH3N24qAon3U5V86fT8T,136027,4,"['indie garage rock', 'noise pop']"
Hypnotic,2zsWRxMcUdGjj8TnWkVKw0,Zella Day,100sLnojEpcadRx4edEBA6,0.637,0.724,6,-5.151,0,0.0403,0.119,0.0,0.299,0.414,80.982,audio_features,2zsWRxMcUdGjj8TnWkVKw0,spotify:track:2zsWRxMcUdGjj8TnWkVKw0,https://api.spotify.com/v1/tracks/2zsWRxMcUdGjj8TnWkVKw0,https://api.spotify.com/v1/audio-analysis/2zsWRxMcUdGjj8TnWkVKw0,176787,4,"['alt z', 'electropop', 'gauze pop', 'indie poptimism']"
BEER!!!,0SV6W8pvhB3FFBz5oLNJAO,Psychostick,2kfVqdz3lJshqH9GUHhtMr,0.682,0.614,1,-7.46,1,0.189,0.00133,0.00417,0.56,0.826,123.181,audio_features,0SV6W8pvhB3FFBz5oLNJAO,spotify:track:0SV6W8pvhB3FFBz5oLNJAO,https://api.spotify.com/v1/tracks/0SV6W8pvhB3FFBz5oLNJAO,https://api.spotify.com/v1/audio-analysis/0SV6W8pvhB3FFBz5oLNJAO,135560,4,"['comic', 'comic metal', 'funk rock']"
I Say Fever,20U5cvfegpgPI6oVmKyTn2,Ramona Falls,1mokjdCi7WgljE0iTp8SSR,0.585,0.551,0,-10.617,1,0.0356,0.195,0.0219,0.0731,0.478,100.088,audio_features,20U5cvfegpgPI6oVmKyTn2,spotify:track:20U5cvfegpgPI6oVmKyTn2,https://api.spotify.com/v1/tracks/20U5cvfegpgPI6oVmKyTn2,https://api.spotify.com/v1/audio-analysis/20U5cvfegpgPI6oVmKyTn2,267813,4,['portland indie']
Sweet Dreams (Are Made of This) - Remastered,1TfqLAPs4K3s2rJMoCokcS,Eurythmics,0NKDgy9j66h3DLnN8qu1bB,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,audio_features,1TfqLAPs4K3s2rJMoCokcS,spotify:track:1TfqLAPs4K3s2rJMoCokcS,https://api.spotify.com/v1/tracks/1TfqLAPs4K3s2rJMoCokcS,https://api.spotify.com/v1/audio-analysis/1TfqLAPs4K3s2rJMoCokcS,216933,4,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'sophisti-pop', 'synthpop']"
Such Great Heights,3iDK8BAaBUatPR84gdfa9g,The Postal Service,5yV1qdnmxyIYiSFB02wpDj,0.653,0.818,5,-8.125,1,0.047,0.00907,0.23,0.0703,0.198,174.984,audio_features,3iDK8BAaBUatPR84gdfa9g,spotify:track:3iDK8BAaBUatPR84gdfa9g,https://api.spotify.com/v1/tracks/3iDK8BAaBUatPR84gdfa9g,https://api.spotify.com/v1/audio-analysis/3iDK8BAaBUatPR84gdfa9g,266347,4,"['chamber pop', 'indie rock', 'indietronica', 'seattle indie']"
I Want to Know What Love Is - 1999 Remaster,1JLn8RhQzHz3qDqsChcmBl,Foreigner,6IRouO5mvvfcyxtPDKMYFN,0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,81.204,audio_features,1JLn8RhQzHz3qDqsChcmBl,spotify:track:1JLn8RhQzHz3qDqsChcmBl,https://api.spotify.com/v1/tracks/1JLn8RhQzHz3qDqsChcmBl,https://api.spotify.com/v1/audio-analysis/1JLn8RhQzHz3qDqsChcmBl,304787,4,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']"
I'll Stand by You,3Nf8oGn1okobzjDcFCvT6n,Pretenders,0GByy3DcfbQwDvXGCWmzv9,0.438,0.606,7,-6.549,1,0.0305,0.3,4.49e-06,0.0754,0.266,133.822,audio_features,3Nf8oGn1okobzjDcFCvT6n,spotify:track:3Nf8oGn1okobzjDcFCvT6n,https://api.spotify.com/v1/tracks/3Nf8oGn1okobzjDcFCvT6n,https://api.spotify.com/v1/audio-analysis/3Nf8oGn1okobzjDcFCvT6n,240760,4,"['album rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock']"
Mr. Brightside,7oK9VyNzrYvRFo7nQEYkWN,The Killers,0C0XlULifJtAgn6ZNCW2eu,0.356,0.924,1,-3.74,1,0.0808,0.00101,0.0,0.0953,0.232,148.017,audio_features,7oK9VyNzrYvRFo7nQEYkWN,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,https://api.spotify.com/v1/tracks/7oK9VyNzrYvRFo7nQEYkWN,https://api.spotify.com/v1/audio-analysis/7oK9VyNzrYvRFo7nQEYkWN,222587,4,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']"
Savior,3asFGFY3uLjMDmML1p0tYm,Rise Against,6Wr3hh341P84m3EI8qdn9O,0.339,0.931,5,-3.425,0,0.062,0.0015,0.000142,0.425,0.467,112.548,audio_features,3asFGFY3uLjMDmML1p0tYm,spotify:track:3asFGFY3uLjMDmML1p0tYm,https://api.spotify.com/v1/tracks/3asFGFY3uLjMDmML1p0tYm,https://api.spotify.com/v1/audio-analysis/3asFGFY3uLjMDmML1p0tYm,242280,4,"['alternative metal', 'chicago hardcore', 'chicago punk', 'hardcore punk', 'modern rock', 'post-grunge', 'punk']"
Sweet Dreams (Are Made Of This),0Xq7FPQaLJgIHSB605YUMy,Marilyn Manson,2VYQTNDsvvKN9wmU5W7xpj,0.218,0.576,8,-6.938,1,0.0387,0.0044,0.647,0.184,0.14,185.987,audio_features,0Xq7FPQaLJgIHSB605YUMy,spotify:track:0Xq7FPQaLJgIHSB605YUMy,https://api.spotify.com/v1/tracks/0Xq7FPQaLJgIHSB605YUMy,https://api.spotify.com/v1/audio-analysis/0Xq7FPQaLJgIHSB605YUMy,291440,4,"['alternative metal', 'hard rock', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rock']"
Linchpin,4qjvr0qMFUo26SxwC4VygS,Fear Factory,74Hj7BmnUXyx2udrIEIKwX,0.693,0.871,0,-3.389,1,0.0844,0.00358,2.01e-05,0.11,0.533,111.989,audio_features,4qjvr0qMFUo26SxwC4VygS,spotify:track:4qjvr0qMFUo26SxwC4VygS,https://api.spotify.com/v1/tracks/4qjvr0qMFUo26SxwC4VygS,https://api.spotify.com/v1/audio-analysis/4qjvr0qMFUo26SxwC4VygS,204853,4,"['alternative metal', 'groove metal', 'industrial metal', 'metal', 'nu metal', 'rap metal']"
Dystopia (The Earth Is On Fire),4v6fYRcGzDldWZ8pveHnHD,YACHT,57anmI1X2hXWPrNagFdzZr,0.756,0.625,0,-6.51,1,0.0262,0.0785,1.72e-05,0.23,0.879,99.945,audio_features,4v6fYRcGzDldWZ8pveHnHD,spotify:track:4v6fYRcGzDldWZ8pveHnHD,https://api.spotify.com/v1/tracks/4v6fYRcGzDldWZ8pveHnHD,https://api.spotify.com/v1/audio-analysis/4v6fYRcGzDldWZ8pveHnHD,241067,4,"['ai', 'alternative dance', 'chillwave', 'dance-punk', 'indietronica', 'neo-synthpop', 'new rave', 'shimmer pop']"
Steppin' Out,2KY0QUeRY3IPuJI1gyU9BJ,Joe Jackson,6KOqPxwfNAmZPkiCnDE9yT,0.579,0.223,11,-20.208,1,0.0364,0.0439,0.00232,0.0613,0.532,159.696,audio_features,2KY0QUeRY3IPuJI1gyU9BJ,spotify:track:2KY0QUeRY3IPuJI1gyU9BJ,https://api.spotify.com/v1/tracks/2KY0QUeRY3IPuJI1gyU9BJ,https://api.spotify.com/v1/audio-analysis/2KY0QUeRY3IPuJI1gyU9BJ,268200,4,"['mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'singer-songwriter', 'sophisti-pop']"
Long Train Runnin',4nXkbcTj3nyww1cHkw5RAP,The Doobie Brothers,39T6qqI0jDtSWWioX8eGJz,0.575,0.912,7,-7.275,0,0.0393,0.0916,0.00211,0.0562,0.843,117.399,audio_features,4nXkbcTj3nyww1cHkw5RAP,spotify:track:4nXkbcTj3nyww1cHkw5RAP,https://api.spotify.com/v1/tracks/4nXkbcTj3nyww1cHkw5RAP,https://api.spotify.com/v1/audio-analysis/4nXkbcTj3nyww1cHkw5RAP,207267,4,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']"
Lips Of An Angel,40LQiUUUKXVGyNs09lHVjW,Hinder,6BMhCQJYHxxKAeqYS1p5rY,0.476,0.736,2,-5.38,1,0.0343,0.0217,1.08e-06,0.203,0.251,129.084,audio_features,40LQiUUUKXVGyNs09lHVjW,spotify:track:40LQiUUUKXVGyNs09lHVjW,https://api.spotify.com/v1/tracks/40LQiUUUKXVGyNs09lHVjW,https://api.spotify.com/v1/audio-analysis/40LQiUUUKXVGyNs09lHVjW,261853,4,"['alternative metal', 'nu metal', 'post-grunge']"
Happy?,0INUE1K7cEiE8VH63Rv5RJ,Mudvayne,2Pfv2w8a20xzC7Dr7QXRqM,0.546,0.97,5,-2.661,0,0.097,0.000823,2.08e-05,0.275,0.383,100.065,audio_features,0INUE1K7cEiE8VH63Rv5RJ,spotify:track:0INUE1K7cEiE8VH63Rv5RJ,https://api.spotify.com/v1/tracks/0INUE1K7cEiE8VH63Rv5RJ,https://api.spotify.com/v1/audio-analysis/0INUE1K7cEiE8VH63Rv5RJ,216427,4,"['alternative metal', 'industrial metal', 'nu metal', 'rap metal']"
Kathleen,1MHYAqWWdDRePmnqORynrq,Catfish and the Bottlemen,2xaAOVImG2O6lURwqperlD,0.489,0.892,11,-4.757,0,0.0786,0.000369,0.00293,0.411,0.598,137.93,audio_features,1MHYAqWWdDRePmnqORynrq,spotify:track:1MHYAqWWdDRePmnqORynrq,https://api.spotify.com/v1/tracks/1MHYAqWWdDRePmnqORynrq,https://api.spotify.com/v1/audio-analysis/1MHYAqWWdDRePmnqORynrq,160886,4,"['modern alternative rock', 'modern rock', 'stomp pop', 'welsh rock']"
Save Yourself,561spezvXFVnAOYoSv4Bxy,Stabbing Westward,5daXMUbrPh8oX9Nd4CnToG,0.569,0.858,1,-6.768,1,0.034,3.11e-05,0.197,0.272,0.0869,110.003,audio_features,561spezvXFVnAOYoSv4Bxy,spotify:track:561spezvXFVnAOYoSv4Bxy,https://api.spotify.com/v1/tracks/561spezvXFVnAOYoSv4Bxy,https://api.spotify.com/v1/audio-analysis/561spezvXFVnAOYoSv4Bxy,253573,4,"['alternative metal', 'industrial metal', 'industrial rock', 'nu metal']"
I Woke Up Today,4va645L73FmWWMpMGSHcyw,Port O'Brien,7xMkS2osPSe4lWFBnvE12A,0.572,0.909,5,-4.914,1,0.0521,0.03,5.82e-05,0.203,0.954,133.5,audio_features,4va645L73FmWWMpMGSHcyw,spotify:track:4va645L73FmWWMpMGSHcyw,https://api.spotify.com/v1/tracks/4va645L73FmWWMpMGSHcyw,https://api.spotify.com/v1/audio-analysis/4va645L73FmWWMpMGSHcyw,201853,4,"['modern folk rock', 'oakland indie']"
Till It's Gone,4FxkQzIhsLAkuiqX5puvU6,Yelawolf,68DWke2VjdDmA75aJX5C57,0.523,0.714,4,-7.552,0,0.0683,0.466,0.00359,0.113,0.359,128.968,audio_features,4FxkQzIhsLAkuiqX5puvU6,spotify:track:4FxkQzIhsLAkuiqX5puvU6,https://api.spotify.com/v1/tracks/4FxkQzIhsLAkuiqX5puvU6,https://api.spotify.com/v1/audio-analysis/4FxkQzIhsLAkuiqX5puvU6,275547,4,['alabama rap']
The Letter,6RJK553YhstRzyKA4mug09,The Box Tops,3KGQvnOoqUHi3KxKQMZtXr,0.638,0.428,9,-12.156,0,0.0687,0.252,0.0,0.132,0.901,139.434,audio_features,6RJK553YhstRzyKA4mug09,spotify:track:6RJK553YhstRzyKA4mug09,https://api.spotify.com/v1/tracks/6RJK553YhstRzyKA4mug09,https://api.spotify.com/v1/audio-analysis/6RJK553YhstRzyKA4mug09,112800,4,"['bubblegum pop', 'classic garage rock', 'folk rock', 'merseybeat', 'psychedelic rock', 'rock-and-roll']"
Breathless,5OQGeJ1ceykovrykZsGhqL,The Corrs,1VbWUxZTRNY2gw3qZ1tg9W,0.607,0.82,11,-7.754,1,0.0597,0.0541,6.8e-05,0.269,0.768,126.988,audio_features,5OQGeJ1ceykovrykZsGhqL,spotify:track:5OQGeJ1ceykovrykZsGhqL,https://api.spotify.com/v1/tracks/5OQGeJ1ceykovrykZsGhqL,https://api.spotify.com/v1/audio-analysis/5OQGeJ1ceykovrykZsGhqL,207507,4,"['celtic rock', 'europop', 'pop rock']"
Snakes For The Divine,540qE0xZwwYZnnSJhURKuJ,High On Fire,1eiIIImNeUj3vpaocWqoOf,0.235,0.965,1,-5.945,1,0.0575,2.53e-05,0.624,0.343,0.342,139.546,audio_features,540qE0xZwwYZnnSJhURKuJ,spotify:track:540qE0xZwwYZnnSJhURKuJ,https://api.spotify.com/v1/tracks/540qE0xZwwYZnnSJhURKuJ,https://api.spotify.com/v1/audio-analysis/540qE0xZwwYZnnSJhURKuJ,503800,4,"['sludge metal', 'stoner metal', 'stoner rock']"
In the Meantime,02lTDOxHeXTHsdwXoz6lpC,Spacehog,3NZE8jDD2cCzd4vUyZ5CQQ,0.269,0.895,9,-6.382,1,0.118,0.083,0.00266,0.153,0.16,168.479,audio_features,02lTDOxHeXTHsdwXoz6lpC,spotify:track:02lTDOxHeXTHsdwXoz6lpC,https://api.spotify.com/v1/tracks/02lTDOxHeXTHsdwXoz6lpC,https://api.spotify.com/v1/audio-analysis/02lTDOxHeXTHsdwXoz6lpC,299507,4,"['glam rock', 'pop rock', 'post-grunge']"
Chick Magnet,4KLsA7o43EsGg2swkuol2J,MxPx,1cSpfa4Un4NCOzeOKgGtG9,0.456,0.922,9,-3.995,0,0.0395,0.000343,0.204,0.084,0.73,86.53,audio_features,4KLsA7o43EsGg2swkuol2J,spotify:track:4KLsA7o43EsGg2swkuol2J,https://api.spotify.com/v1/tracks/4KLsA7o43EsGg2swkuol2J,https://api.spotify.com/v1/audio-analysis/4KLsA7o43EsGg2swkuol2J,192373,4,"['christian punk', 'pop punk', 'punk', 'ska', 'ska punk', 'skate punk']"
Don't Wanna Be Your Girl,3JBB92odunFru2gOvI91x9,Wet,2i9uaNzfUtuApAjEf1omV8,0.62,0.193,0,-13.404,1,0.0439,0.638,0.0136,0.107,0.155,129.979,audio_features,3JBB92odunFru2gOvI91x9,spotify:track:3JBB92odunFru2gOvI91x9,https://api.spotify.com/v1/tracks/3JBB92odunFru2gOvI91x9,https://api.spotify.com/v1/audio-analysis/3JBB92odunFru2gOvI91x9,174093,4,"['brooklyn indie', 'electropop', 'indie poptimism', 'nyc pop', 'shimmer pop']"
Jack & Diane,43btz2xjMKpcmjkuRsvxyg,John Mellencamp,3lPQ2Fk5JOwGWAF3ORFCqH,0.811,0.41,9,-8.214,1,0.0391,0.0365,6.63e-06,0.0799,0.626,103.965,audio_features,43btz2xjMKpcmjkuRsvxyg,spotify:track:43btz2xjMKpcmjkuRsvxyg,https://api.spotify.com/v1/tracks/43btz2xjMKpcmjkuRsvxyg,https://api.spotify.com/v1/audio-analysis/43btz2xjMKpcmjkuRsvxyg,254493,4,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']"
We Can Do What We Want,2LCJbBwgvdObYAccgHMtXB,Drenge,1bqX4oZFTWIQFk90AwKfnC,0.442,0.957,7,-5.12,1,0.0584,8.66e-05,0.734,0.108,0.374,95.006,audio_features,2LCJbBwgvdObYAccgHMtXB,spotify:track:2LCJbBwgvdObYAccgHMtXB,https://api.spotify.com/v1/tracks/2LCJbBwgvdObYAccgHMtXB,https://api.spotify.com/v1/audio-analysis/2LCJbBwgvdObYAccgHMtXB,176547,4,"['derby indie', 'english indie rock', 'garage rock revival', 'modern alternative rock']"
Ex's & Oh's,70eDxAyAraNTiD6lx2ZEnH,Elle King,3bhu7P5PfngueRHiB9hjcx,0.612,0.921,7,-2.882,1,0.085,0.0183,0.0,0.0576,0.446,139.988,audio_features,70eDxAyAraNTiD6lx2ZEnH,spotify:track:70eDxAyAraNTiD6lx2ZEnH,https://api.spotify.com/v1/tracks/70eDxAyAraNTiD6lx2ZEnH,https://api.spotify.com/v1/audio-analysis/70eDxAyAraNTiD6lx2ZEnH,202173,4,['modern blues rock']
Broken Promises,2YnvR7uhlWpPdYUn1eR25y,Element Eighty,4Iyvo65peG4ImDz5AzTqQB,0.446,0.947,1,-2.983,0,0.1,0.00487,1.38e-05,0.0385,0.653,173.625,audio_features,2YnvR7uhlWpPdYUn1eR25y,spotify:track:2YnvR7uhlWpPdYUn1eR25y,https://api.spotify.com/v1/tracks/2YnvR7uhlWpPdYUn1eR25y,https://api.spotify.com/v1/audio-analysis/2YnvR7uhlWpPdYUn1eR25y,197933,4,['rap rock']
Breaking up My Bones,7k1pfmKI7t0AprW7SEdFpC,Vinyl Theatre,7xSEWLsywYbocdtt3xsQsU,0.608,0.899,2,-3.185,1,0.0392,0.0125,0.0,0.211,0.652,105.032,audio_features,7k1pfmKI7t0AprW7SEdFpC,spotify:track:7k1pfmKI7t0AprW7SEdFpC,https://api.spotify.com/v1/tracks/7k1pfmKI7t0AprW7SEdFpC,https://api.spotify.com/v1/audio-analysis/7k1pfmKI7t0AprW7SEdFpC,185429,4,"['hopebeat', 'indie poptimism', 'modern alternative rock', 'modern rock']"
